Id,Project_Id,DocName,FilePath,Description,DocCategory
1538,183,"KAHAMA OCWYES.pdf","~/CMS/Docs/183/Documents supporting Application form/KAHAMA OCWYES.pdf","Pro forma invoice from Beliver Computers","Documents supporting Application form"
1539,183,"ocywes location  kahama map.docx","~/CMS/Docs/183/Documents supporting Application form/ocywes location  kahama map.docx","Location map","Documents supporting Application form"
1540,183,"RE project proposal.txt","~/CMS/Docs/183/General Correspondence/RE project proposal.txt","Initial emails","General Correspondence"
1541,184,"RE TABORA NGO CLUSTER.htm","~/CMS/Docs/184/General Correspondence/RE TABORA NGO CLUSTER.htm","Email suggesting they will not get funding","General Correspondence"
1542,184,"TABORA  NGO list.doc","~/CMS/Docs/184/Documents supporting Application form/TABORA  NGO list.doc","List of members","Documents supporting Application form"
1543,184,"PROFILE OF THE ORGANIZATION  MPYA 1.doc","~/CMS/Docs/184/Documents supporting Application form/PROFILE OF THE ORGANIZATION  MPYA 1.doc","Profile of organisation","Documents supporting Application form"
1544,185,"TDTApplicationForm Msufini  docx.docx","~/CMS/Docs/185/Application Form/TDTApplicationForm Msufini  docx.docx","Application Form","Application Form"
1545,185,"Profoma for desks msufini.docx","~/CMS/Docs/185/Documents supporting Application form/Profoma for desks msufini.docx","Pro Forma","Documents supporting Application form"
1546,185,"Letter of support.docx","~/CMS/Docs/185/Documents supporting Application form/Letter of support.docx","Letter of Support","Documents supporting Application form"
1547,185,"RE APPLICATION FOR SCHOOL DESKS FOR MSUFINI PRIMARY SCHOOL.txt","~/CMS/Docs/185/General Correspondence/RE APPLICATION FOR SCHOOL DESKS FOR MSUFINI PRIMARY SCHOOL.txt","Initial emails","General Correspondence"
1548,85,"RE SUN RAYS REQUESTING FOR GRANT FOR OVC SUPPORT.msg","~/CMS/Docs/85/General Correspondence/RE SUN RAYS REQUESTING FOR GRANT FOR OVC SUPPORT.msg","Dec 13 email saying they should from PO in January","General Correspondence"
1549,83,"TDT DEC2014 QUESTIONS.doc","~/CMS/Docs/83/General Correspondence/TDT DEC2014 QUESTIONS.doc","Answers to Dec 3 questions","General Correspondence"
1550,83,GEDC1030.JPG,"~/CMS/Docs/83/Documents supporting Application form/GEDC1030.JPG","Photo of proposed hives","Documents supporting Application form"
1551,175,TDTApplicationFormJan2014.doc,"~/CMS/Docs/175/Application Form/TDTApplicationFormJan2014.doc","Application Form","Application Form"
1552,175,"A Map location.jpg","~/CMS/Docs/175/Documents supporting Application form/A Map location.jpg","Location  map","Documents supporting Application form"
1553,175,"Budget for Tairoling project.doc","~/CMS/Docs/175/Documents supporting Application form/Budget for Tairoling project.doc",Budget,"Documents supporting Application form"
1554,175,"chairman identity card.jpg","~/CMS/Docs/175/Documents supporting Application form/chairman identity card.jpg","Chairman ID","Documents supporting Application form"
1555,175,"District Community development oficer letter.jpg","~/CMS/Docs/175/Documents supporting Application form/District Community development oficer letter.jpg","Letter from DCO","Documents supporting Application form"
1556,175,"inside picture.jpg","~/CMS/Docs/175/Documents supporting Application form/inside picture.jpg","Picture inside building","Documents supporting Application form"
1557,175,PROFOMA.jpg,"~/CMS/Docs/175/Documents supporting Application form/PROFOMA.jpg","Pro forma 1","Documents supporting Application form"
1558,175,"proforma invoice.jpg","~/CMS/Docs/175/Documents supporting Application form/proforma invoice.jpg","Pro forma 2","Documents supporting Application form"
1559,175,"registration cert.jpg","~/CMS/Docs/175/Documents supporting Application form/registration cert.jpg","Registration certificate","Documents supporting Application form"
1560,175,"training building.jpg","~/CMS/Docs/175/Documents supporting Application form/training building.jpg","Picture of Building","Documents supporting Application form"
1561,175,"vice chairperson ID.jpg","~/CMS/Docs/175/Documents supporting Application form/vice chairperson ID.jpg","Vice Chair ID","Documents supporting Application form"
1562,175,"Ward executive officer letter.jpg","~/CMS/Docs/175/Documents supporting Application form/Ward executive officer letter.jpg","WEO letter","Documents supporting Application form"
1563,175,"Re Ngasamo Development CommunityNgaDeCo application.htm","~/CMS/Docs/175/Documents supporting Application form/Re Ngasamo Development CommunityNgaDeCo application.htm","Email of Dec 13, 14","Documents supporting Application form"
1564,163,"15.12.14 Local rep report.docx","~/CMS/Docs/163/Local Rep Report/15.12.14 Local rep report.docx","15/12/14 Answers from William Shayo to questions re  kuku proposal","Local Rep Report"
1565,177,"Email exchange about estimates for 405 Rondo Tree Planting Project.htm","~/CMS/Docs/177/General Correspondence/Email exchange about estimates for 405 Rondo Tree Planting Project.htm","Email exchange about estimates for tree planting","General Correspondence"
1566,1201,"Edinburgh Application.docx","~/CMS/Docs/1201/Documents supporting Application form/Edinburgh Application.docx","Application to Christchurch Morningside for funding","Documents supporting Application form"
1567,1201,"Application to Christchurch Morningside UK and Overseas Support Committee.htm","~/CMS/Docs/1201/Documents supporting Application form/Application to Christchurch Morningside UK and Overseas Support Committee.htm","Email cover for Application to Christchurch Morningside for funding","Documents supporting Application form"
1568,14,P1040697.JPG,~/CMS/Docs/14/Photograph/P1040697.JPG,"Lubalisi clini with Asheri, village EO, Chair of clinic committee and other villagers in November 2014 when Kevin Curley visited.",Photograph
1569,14,P1040700.JPG,~/CMS/Docs/14/Photograph/P1040700.JPG,"Asheri Lemdo (Inua Jamii) and Charles Tayinja (Lubalisi EO) inside the clinic in November 2014. Taken by Kevin Curley",Photograph
1570,14,P1040693.JPG,~/CMS/Docs/14/Photograph/P1040693.JPG,"Doctor's house near the clinic in Lubalisi. Taken by Kevin Curley in Nov 2014",Photograph
1571,220,"Shashui water Report 2014.docx","~/CMS/Docs/220/Project Officer Report/Shashui water Report 2014.docx","TDT was assisted in supporting this project by our longest standing funding partner, the Hilden Charitable Fund. Hilden has been helping us since 1975.  Samia Khatun, one of the Trustees of Hilden visited the project this year and this is her report.","Project Officer Report"
1572,220,"Shashui Water project 14 Dec Email.docx","~/CMS/Docs/220/General Correspondence/Shashui Water project 14 Dec Email.docx","Email from Julian Marcus to Karen Schaefer re: reference for  Association for Community Empowerment and Development (ACEDE) and Karoli Akida (aka Karoli Simon, project officer), regarding their work on the Shashui Water (well) project in 2011 dated 14 Dec 2014","General Correspondence"
1574,18,MountSambaSch6.jpg,~/CMS/Docs/18/Photograph/MountSambaSch6.jpg,"Additional photograph from email to Jane Chapman dated 16 Dec 2014",Photograph
1575,18,MountSambaSch8.jpg,~/CMS/Docs/18/Photograph/MountSambaSch8.jpg,"Additional photograph from email to Jane Chapman dated 16 Dec 2014",Photograph
1576,18,MountSambaSch.jpg,~/CMS/Docs/18/Photograph/MountSambaSch.jpg,"Additional photograph from email to Jane Chapman dated 16 Dec 2014",Photograph
1578,32,"Rondo Mnara.JPG","~/CMS/Docs/32/Photograph/Rondo Mnara.JPG","Additional photograph from email dated 16 Dec 2014 Kevin Curley",Photograph
1579,32,"Rondo Mnara 2.JPG","~/CMS/Docs/32/Photograph/Rondo Mnara 2.JPG","Additional photograph from email dated 16 Dec 2014 Kevin Curley",Photograph
1580,32,"Rondo Mnara 3.JPG","~/CMS/Docs/32/Photograph/Rondo Mnara 3.JPG","Additional photograph from email dated 16 Dec 2014 Kevin Curley",Photograph
1581,32,"Rondo Mnara 4.JPG","~/CMS/Docs/32/Photograph/Rondo Mnara 4.JPG","Additional photograph from email dated 16 Dec 2014 Kevin Curley",Photograph
1582,32,"Rondo Mnara 5.JPG","~/CMS/Docs/32/Photograph/Rondo Mnara 5.JPG","Additional photograph from email dated 16 Dec 2014 Kevin Curley",Photograph
1583,16,IMG20141214WA0002.jpg,~/CMS/Docs/16/Photograph/IMG20141214WA0002.jpg,"From email 14 Dec Kevin Curley",Photograph
1584,16,IMG20141214WA0005.jpg,~/CMS/Docs/16/Photograph/IMG20141214WA0005.jpg,"From email 14 Dec Kevin Curley",Photograph
1585,16,IMG20141214WA0007.jpg,~/CMS/Docs/16/Photograph/IMG20141214WA0007.jpg,"From email 14 Dec Kevin Curley",Photograph
1586,16,IMG20141214WA0011.jpg,~/CMS/Docs/16/Photograph/IMG20141214WA0011.jpg,"From email 14 Dec Kevin Curley",Photograph
1587,16,IMG20141214WA0012.jpg,~/CMS/Docs/16/Photograph/IMG20141214WA0012.jpg,"From email 14 Dec Kevin Curley",Photograph
1588,68,"Copy of SAWATA BEEKEEPING BUDGET FOR TDT REVISED 2 Dec 2014.xlsx","~/CMS/Docs/68/Documents supporting Application form/Copy of SAWATA BEEKEEPING BUDGET FOR TDT REVISED 2 Dec 2014.xlsx","Revised budget from Benedicto following Kevin's visit in December 2014","Documents supporting Application form"
1589,68,P1040818.JPG,~/CMS/Docs/68/Photograph/P1040818.JPG,"Locally made top bar hives",Photograph
1590,68,P1040869.JPG,~/CMS/Docs/68/Photograph/P1040869.JPG,"Consultation with wazee Dec 2014 taken by Kevin Curley",Photograph
1591,68,P1040944.JPG,~/CMS/Docs/68/Photograph/P1040944.JPG,"SAWATA discussion following village consultations Dec 2014",Photograph
1593,177,"RONDO FORE ST AGENCY.docx","~/CMS/Docs/177/Documents supporting Application form/RONDO FORE ST AGENCY.docx","Estimate (or nearest thing to it!)","Documents supporting Application form"
1594,163,"20.12.14 Ward Extension Officer response to q.eml","~/CMS/Docs/163/Other Correspondence/20.12.14 Ward Extension Officer response to q.eml","20.12.14 Ward Extension and Livestock Officer answers to questions","Other Correspondence"
1595,11,P1040968.JPG,~/CMS/Docs/11/Photograph/P1040968.JPG,"Mayambe group chair Elias Kaihuka with Rama Maselle District Bees Officer in Nkayagoyagoye village December 2014.  Taken by Kevin Curley",Photograph
1596,12,P1040980.JPG,~/CMS/Docs/12/Photograph/P1040980.JPG,"UWAKU tree nursery at Nyanga near Bukoba. Khalid Maganga, Amos Chacha with Kevin Curley",Photograph
1597,12,P1040978.JPG,~/CMS/Docs/12/Photograph/P1040978.JPG,"UWAKU tree nursery at Nyanga near Bukoba. ",Photograph
1598,11,"Copy of Bee farming budget for Karagwe groups2015 1.xls","~/CMS/Docs/11/Documents supporting Application form/Copy of Bee farming budget for Karagwe groups2015 1.xls","A new budget submitted in December 2014 by Sam Kayongo following his meeting with Kevin Curley in Kayanga in Dec 2014","Documents supporting Application form"
1599,1202,ABC.docx,"~/CMS/Docs/1202/Application Form/ABC.docx","Application Form","Application Form"
1600,1202,"scan 1.jpg","~/CMS/Docs/1202/Documents supporting Application form/scan 1.jpg","Support letter from Ward Officer","Documents supporting Application form"
1601,1202,"SCAN 2.jpg","~/CMS/Docs/1202/Documents supporting Application form/SCAN 2.jpg","Pro forma invoice","Documents supporting Application form"
1602,1202,"RE APPLICATION FORM FOR PROJECT FUNDING.htm","~/CMS/Docs/1202/General Correspondence/RE APPLICATION FORM FOR PROJECT FUNDING.htm","Rejection email","General Correspondence"
1603,1204,"123 SJUT Application to TDT v2.docx","~/CMS/Docs/1204/Application Form/123 SJUT Application to TDT v2.docx","Application Form","Application Form"
1604,1204,"123 Fence SJUT Quotation .pdf","~/CMS/Docs/1204/Documents supporting Application form/123 Fence SJUT Quotation .pdf","Quotation for fence proposed to be built with TDT money","Documents supporting Application form"
1605,1204,"123 Fence SJUT Quotation whole fence.pdf","~/CMS/Docs/1204/Documents supporting Application form/123 Fence SJUT Quotation whole fence.pdf","Quotation for whole fence","Documents supporting Application form"
1606,1204,"123 Letter of support SJUT VC .pdf","~/CMS/Docs/1204/Documents supporting Application form/123 Letter of support SJUT VC .pdf","Support letter from vice chancellor","Documents supporting Application form"
1607,1204,"Fence Design 1.jpg","~/CMS/Docs/1204/Documents supporting Application form/Fence Design 1.jpg","Photo fence design 1","Documents supporting Application form"
1608,1204,"Fence design r .jpg","~/CMS/Docs/1204/Documents supporting Application form/Fence design r .jpg","Photo fence design 2","Documents supporting Application form"
1609,1204,"Fence design 3.jpeg","~/CMS/Docs/1204/Documents supporting Application form/Fence design 3.jpeg","Photo fence design 3","Documents supporting Application form"
1610,1204,"Fence hostels unprotected.JPG","~/CMS/Docs/1204/Documents supporting Application form/Fence hostels unprotected.JPG","Photo of hostels","Documents supporting Application form"
1611,1204,"Fence location 2 Guard post isolated.JPG","~/CMS/Docs/1204/Documents supporting Application form/Fence location 2 Guard post isolated.JPG","Photo of guard post","Documents supporting Application form"
1612,1204,"TDT letter from Casmir.docx","~/CMS/Docs/1204/Documents supporting Application form/TDT letter from Casmir.docx","Letter from project leader","Documents supporting Application form"
1613,1204,"TDT Bishops letter acknowledging Casmir.docx","~/CMS/Docs/1204/Documents supporting Application form/TDT Bishops letter acknowledging Casmir.docx","Letter from Bishop supporting project leader","Documents supporting Application form"
1614,1204,"rubagumya photo.BMP","~/CMS/Docs/1204/Documents supporting Application form/rubagumya photo.BMP","Photo of project leader","Documents supporting Application form"
1615,1204,"SJUT Aerial view of Campus R.jpg","~/CMS/Docs/1204/Documents supporting Application form/SJUT Aerial view of Campus R.jpg","Photo of aerial view of campus","Documents supporting Application form"
1616,1204,"Application for funds for Fence project at SJUT Dodoma Repeat plus letter and photo.htm","~/CMS/Docs/1204/General Correspondence/Application for funds for Fence project at SJUT Dodoma Repeat plus letter and photo.htm","Original application email","General Correspondence"
1617,1204,"RE FInal letter regarding Prof Casmir RUbagumya.htm","~/CMS/Docs/1204/General Correspondence/RE FInal letter regarding Prof Casmir RUbagumya.htm","Wating list response email","General Correspondence"
1618,29,"Re PROPOSAL FOR BURUNGURA SEC SCHOOL.htm","~/CMS/Docs/29/General Correspondence/Re PROPOSAL FOR BURUNGURA SEC SCHOOL.htm","Follow up emails Dec 14","General Correspondence"
1619,1205,"Namatutwe Ward  TDT Grants Application.docx","~/CMS/Docs/1205/Application Form/Namatutwe Ward  TDT Grants Application.docx","Application form","Application Form"
1620,1205,"A COVER LETTER TO TDT.doc","~/CMS/Docs/1205/Documents supporting Application form/A COVER LETTER TO TDT.doc","Cover letter","Documents supporting Application form"
1621,1205,"A recommendation letter to TDT.doc","~/CMS/Docs/1205/Documents supporting Application form/A recommendation letter to TDT.doc","Support letter from DED","Documents supporting Application form"
1622,1205,"ESTIMATED PROJECT BUDGET IN TANZANIAN SHILLINGS.doc","~/CMS/Docs/1205/Documents supporting Application form/ESTIMATED PROJECT BUDGET IN TANZANIAN SHILLINGS.doc",Budget,"Documents supporting Application form"
1623,1205,"ID JOSEPH.pdf","~/CMS/Docs/1205/Documents supporting Application form/ID JOSEPH.pdf","ID Joseph","Documents supporting Application form"
1624,1205,"JOSHUA ID.pdf","~/CMS/Docs/1205/Documents supporting Application form/JOSHUA ID.pdf","ID Joshua","Documents supporting Application form"
1625,1205,"PROFORMA INVOICE 1.pdf","~/CMS/Docs/1205/Documents supporting Application form/PROFORMA INVOICE 1.pdf","Proforma Invoice 1","Documents supporting Application form"
1626,1205,"PROFORMA INVOICE.pdf","~/CMS/Docs/1205/Documents supporting Application form/PROFORMA INVOICE.pdf","Proforma Invoice 2","Documents supporting Application form"
1627,1205,"REDESA CERTIFICATE.pdf","~/CMS/Docs/1205/Documents supporting Application form/REDESA CERTIFICATE.pdf","Registration under Societies Ordinance","Documents supporting Application form"
1628,1205,"TIN CERTIFICATE.pdf","~/CMS/Docs/1205/Documents supporting Application form/TIN CERTIFICATE.pdf","TIN certificate","Documents supporting Application form"
1629,1205,"new message.htm","~/CMS/Docs/1205/General Correspondence/new message.htm","Initial emails","General Correspondence"
1630,1206,"20110215 First response to application.htm","~/CMS/Docs/1206/General Correspondence/20110215 First response to application.htm","JDM's Response to application","General Correspondence"
1631,1206,"2011 TMACSF response to JDM questions.htm","~/CMS/Docs/1206/General Correspondence/2011 TMACSF response to JDM questions.htm","2011-02-17 TMACSF Response to questions","General Correspondence"
1632,1206,"20110217 Proforma Invoice.doc","~/CMS/Docs/1206/General Correspondence/20110217 Proforma Invoice.doc","2011-02-17 Proforma invoice","General Correspondence"
1633,1206,"20110612 Photo of Jitemegee Group.jpg","~/CMS/Docs/1206/Documents supporting Application form/20110612 Photo of Jitemegee Group.jpg","2011-06-12 Photo of Jitemegee Group","Documents supporting Application form"
1634,1206,"20110815 David Gibbons Report on Mkata  mashariki Poultry keeping scheme.pdf","~/CMS/Docs/1206/Project Report/20110815 David Gibbons Report on Mkata  mashariki Poultry keeping scheme.pdf","2011-08-15 David Gibbons' Project Report","Project Report"
1635,1206,"20111002 Comments by DG on effect of reduced grant.htm","~/CMS/Docs/1206/Project Report/20111002 Comments by DG on effect of reduced grant.htm","2011-10-02 David Gibbons' response to offer of reduced grant","Project Report"
1636,1206,"20120410 DG requesting report.htm","~/CMS/Docs/1206/General Correspondence/20120410 DG requesting report.htm","2012-04-10 DG requesting report from project","General Correspondence"
1637,1206,"20120512 TDT MKATA REPORT.docx","~/CMS/Docs/1206/Project Report/20120512 TDT MKATA REPORT.docx","2012-05-12  Report from project","Project Report"
1638,1206,"20120620 CHCKEN PHOTO 5.docx","~/CMS/Docs/1206/Project Report/20120620 CHCKEN PHOTO 5.docx","2012-06-20  Photos from project","Project Report"
1639,1206,"20120620 CHICKEN PHOTO 4.docx","~/CMS/Docs/1206/Project Report/20120620 CHICKEN PHOTO 4.docx","2012-06-20  More Photos from project","Project Report"
1640,1206,"201209a CHICKEN PHOTO 6.JPG","~/CMS/Docs/1206/Project Report/201209a CHICKEN PHOTO 6.JPG","2012-09a-  Photos from TJ re project","Project Report"
1641,1206,"201209b CHICKEN PHOTO 7.JPG","~/CMS/Docs/1206/Project Report/201209b CHICKEN PHOTO 7.JPG","2012-09b  Photos from TJ re project","Project Report"
1642,1206,"201209c CHICKEN PHOTO 8.JPG","~/CMS/Docs/1206/Project Report/201209c CHICKEN PHOTO 8.JPG","2012-09c  Photos from TJ re project","Project Report"
1643,1206,"20121014 Email thread TJ DC DG etc Re Mkata poultry project.htm","~/CMS/Docs/1206/Project Report/20121014 Email thread TJ DC DG etc Re Mkata poultry project.htm","2012-10  TJ report on disappointing outcome of project plus comment from colleagues","Project Report"
1644,177,"Invoice for Mango Seedlings..pdf","~/CMS/Docs/177/General Correspondence/Invoice for Mango Seedlings..pdf","Further and more expensive invoice","General Correspondence"
1645,177,"Tree Planting and Afforestation Project at Mnara Village Lindi and Rondo Seminary.htm","~/CMS/Docs/177/General Correspondence/Tree Planting and Afforestation Project at Mnara Village Lindi and Rondo Seminary.htm","Application to African Palms","General Correspondence"
1646,135,"Pemba Library  VSO grant final  report Annelies.doc","~/CMS/Docs/135/Project Report/Pemba Library  VSO grant final  report Annelies.doc","Final report and photos from Annelies","Project Report"
1647,1207,"Sululu Water Project.doc","~/CMS/Docs/1207/Application Form/Sululu Water Project.doc","Application form","Application Form"
1648,1207,"Quotation 1.pdf","~/CMS/Docs/1207/Documents supporting Application form/Quotation 1.pdf","Quotation 1","Documents supporting Application form"
1649,1207,"Quotation 2.pdf","~/CMS/Docs/1207/Documents supporting Application form/Quotation 2.pdf","Quotation 2","Documents supporting Application form"
1650,1207,"Quotation 3.pdf","~/CMS/Docs/1207/Documents supporting Application form/Quotation 3.pdf","Quotation 3","Documents supporting Application form"
1651,1207,"new Project Proposal for submission at TDT.htm","~/CMS/Docs/1207/General Correspondence/new Project Proposal for submission at TDT.htm","Initial emails","General Correspondence"
1652,65,"Signed Contract0001.pdf","~/CMS/Docs/65/Contract/Signed Contract0001.pdf","Signed contract",Contract
1653,65,"Judith Driving Licence.jpg","~/CMS/Docs/65/Documents supporting Application form/Judith Driving Licence.jpg","Judith Smith ID","Documents supporting Application form"
1654,65,"Re Buturi Makongoro.htm","~/CMS/Docs/65/General Correspondence/Re Buturi Makongoro.htm","Email receiving signed contract","General Correspondence"
1655,1208,"application form.docx","~/CMS/Docs/1208/Application Form/application form.docx","Application Form","Application Form"
1656,1208,"APPLICATION LETTER.docx","~/CMS/Docs/1208/Documents supporting Application form/APPLICATION LETTER.docx","Cover Letter","Documents supporting Application form"
1657,1208,"CASH INFOW.doc","~/CMS/Docs/1208/Documents supporting Application form/CASH INFOW.doc",Cashflow,"Documents supporting Application form"
1658,1208,"GROUP MEMBER.docx","~/CMS/Docs/1208/Documents supporting Application form/GROUP MEMBER.docx","Group members","Documents supporting Application form"
1659,1208,"LOCAL HIVES PICTURES TO OUR PROJECT AREA.doc","~/CMS/Docs/1208/Documents supporting Application form/LOCAL HIVES PICTURES TO OUR PROJECT AREA.doc","Picture of local hives","Documents supporting Application form"
1660,1208,"MAP SHOWS THE PROJECT LOCATION.doc","~/CMS/Docs/1208/Documents supporting Application form/MAP SHOWS THE PROJECT LOCATION.doc","Map showing project location","Documents supporting Application form"
1661,1208,"OUR LOGO.doc","~/CMS/Docs/1208/Documents supporting Application form/OUR LOGO.doc",Logo,"Documents supporting Application form"
1662,1208,"OWNERSHIP CERTIFICATE.pdf","~/CMS/Docs/1208/Documents supporting Application form/OWNERSHIP CERTIFICATE.pdf","Letter from District","Documents supporting Application form"
1663,1208,"programme manager picture.doc","~/CMS/Docs/1208/Documents supporting Application form/programme manager picture.doc","Photo of Josiah Charles, Programme Manager","Documents supporting Application form"
1664,1208,"project advisor and accountant picture.doc","~/CMS/Docs/1208/Documents supporting Application form/project advisor and accountant picture.doc","Photo of Project Adviser and Accountant","Documents supporting Application form"
1665,1208,"PROJECT BUDGET.xls","~/CMS/Docs/1208/Documents supporting Application form/PROJECT BUDGET.xls",Budget,"Documents supporting Application form"
1666,1208,"PROJECT PROPOSAL..docx","~/CMS/Docs/1208/Documents supporting Application form/PROJECT PROPOSAL..docx","Project proposal","Documents supporting Application form"
1667,1208,"REGISTRATION CERTICATE.pdf","~/CMS/Docs/1208/Documents supporting Application form/REGISTRATION CERTICATE.pdf","Registration certificate","Documents supporting Application form"
1668,1208,"Beekeeping Project Application.htm","~/CMS/Docs/1208/General Correspondence/Beekeeping Project Application.htm","Initial emails","General Correspondence"
1669,37,"2014 December Email thread with questions to Kividea and Terre des Hommes.htm","~/CMS/Docs/37/General Correspondence/2014 December Email thread with questions to Kividea and Terre des Hommes.htm","2014- December Email thread with questions to Kividea and Terre des Hommes","General Correspondence"
1670,1209,TDTApplicationFormJan2014FULL.docx,"~/CMS/Docs/1209/Application Form/TDTApplicationFormJan2014FULL.docx","Application Form","Application Form"
1671,1209,"BUDGET TDT.docx","~/CMS/Docs/1209/Documents supporting Application form/BUDGET TDT.docx",Budget,"Documents supporting Application form"
1672,1209,CERTIFICATEPDF.pdf,"~/CMS/Docs/1209/Documents supporting Application form/CERTIFICATEPDF.pdf","Registration certificate","Documents supporting Application form"
1673,1209,"RE .htm","~/CMS/Docs/1209/General Correspondence/RE .htm","Initial emails","General Correspondence"
1674,82,"DISPENSARY STAFF HOUSES INTERIM REPORT DECEMBER 232014.docx","~/CMS/Docs/82/Project Report/DISPENSARY STAFF HOUSES INTERIM REPORT DECEMBER 232014.docx","Dec 2014 Interim Report","Project Report"
1675,82,"Ughandi B Village Dispensary Update Report.htm","~/CMS/Docs/82/General Correspondence/Ughandi B Village Dispensary Update Report.htm","Dec 2014 Email update from Loaders","General Correspondence"
1676,110,"Vianzi Secondary School.docx","~/CMS/Docs/110/Visit Report/Vianzi Secondary School.docx","Dan Cook visit November 14","Visit Report"
1677,1210,TDTApplicationFormJan2014MARUMBA.docx,"~/CMS/Docs/1210/Application Form/TDTApplicationFormJan2014MARUMBA.docx","Application Form","Application Form"
1678,1210,"BUDGET FOR MARUMBA DISPENSARY.xlsx","~/CMS/Docs/1210/Documents supporting Application form/BUDGET FOR MARUMBA DISPENSARY.xlsx",Budget,"Documents supporting Application form"
1679,1210,"village certification.pdf","~/CMS/Docs/1210/Documents supporting Application form/village certification.pdf","Village certification","Documents supporting Application form"
1680,1210,"letter from ward executive officer.pdf","~/CMS/Docs/1210/Documents supporting Application form/letter from ward executive officer.pdf","Letter from Ward Officer (Kiswahili)","Documents supporting Application form"
1681,1210,"letter from Village excutive officer.pdf","~/CMS/Docs/1210/Documents supporting Application form/letter from Village excutive officer.pdf","Letter from Village Executive Officer (Kiswahili)","Documents supporting Application form"
1682,1210,"letter from chairperson.pdf","~/CMS/Docs/1210/Documents supporting Application form/letter from chairperson.pdf","Letter from Village Chairman (Kiswahili)","Documents supporting Application form"
1683,1210,"DRAWING 1.jpg","~/CMS/Docs/1210/Documents supporting Application form/DRAWING 1.jpg","Drawings 1","Documents supporting Application form"
1684,1210,"DRAWING 2.jpg","~/CMS/Docs/1210/Documents supporting Application form/DRAWING 2.jpg","Drawings 2","Documents supporting Application form"
1685,1210,"DRAWING 3.jpg","~/CMS/Docs/1210/Documents supporting Application form/DRAWING 3.jpg","Drawings 3","Documents supporting Application form"
1686,1210,"RE APPLICATION FOR MARUMBA and KANYIMBI  VILLAGEs.txt","~/CMS/Docs/1210/General Correspondence/RE APPLICATION FOR MARUMBA and KANYIMBI  VILLAGEs.txt","Initial emails","General Correspondence"
1687,106,TARDI2.htm,"~/CMS/Docs/106/General Correspondence/TARDI2.htm","Email 4/1/15 suggesting only a topbar hive project","General Correspondence"
1688,11,"Kevin Curley visit recommendation.eml","~/CMS/Docs/11/Visit Report/Kevin Curley visit recommendation.eml","05.01.15 Kevin Curley report and recommendation after visit","Visit Report"
1691,163,"05.01.15  Revised buget.docx","~/CMS/Docs/163/Other Correspondence/05.01.15  Revised buget.docx","05.01.15  revised budget for consideration at January meeting","Other Correspondence"
1692,76,"1. TDT Final Report Dec.14.doc","~/CMS/Docs/76/Project Report/1. TDT Final Report Dec.14.doc","06.01.15  Final project report TDT","Project Report"
1693,76,11,"~/CMS/Docs/76/--Please Select--/11","06.01.15  DAAT final report","Project Report"
1694,76,"Pic 1.docx","~/CMS/Docs/76/Photograph/Pic 1.docx","Evaluation anecdote + pic 1",Photograph
1695,76,"Pic 2.docx","~/CMS/Docs/76/Photograph/Pic 2.docx","Evaluation anecdote + pic 2",Photograph
1696,76,Pic3.docx,~/CMS/Docs/76/Photograph/Pic3.docx,"Evaluation anecdote + pic 3",Photograph
1697,76,IMGP4407.JPG,~/CMS/Docs/76/Photograph/IMGP4407.JPG,"Carpentry Students",Photograph
1698,76,IMGP4390.JPG,~/CMS/Docs/76/Photograph/IMGP4390.JPG,"Tailoring Students",Photograph
1699,146,"READ e 191114.pdf","~/CMS/Docs/146/Documents supporting Application form/READ e 191114.pdf","email 19-11-14","Documents supporting Application form"
1700,146,"READ Mtwara Madimba.pdf","~/CMS/Docs/146/Documents supporting Application form/READ Mtwara Madimba.pdf","Information re school","Documents supporting Application form"
1701,146,"READ Mtwara Umoja Secondary School brief.pdf","~/CMS/Docs/146/Documents supporting Application form/READ Mtwara Umoja Secondary School brief.pdf","Information re school","Documents supporting Application form"
1702,1210,"Email from Linus Buriani on 4 January 2015 re Marumba dispensary tank.doc","~/CMS/Docs/1210/General Correspondence/Email from Linus Buriani on 4 January 2015 re Marumba dispensary tank.doc","Comments from Linus Buriani January 2015 in response to questions from Kevin Curley","General Correspondence"
1703,1210,"January 2014 Linus explains why he sticks with the same fundi.doc","~/CMS/Docs/1210/General Correspondence/January 2014 Linus explains why he sticks with the same fundi.doc","Comments from Linus Buriani January 2015 in response to a specific  question from Kevin Curley about appointment of contractor to build water tank","General Correspondence"
1704,1210,P1060059.JPG,"~/CMS/Docs/1210/--Please Select--/P1060059.JPG","Photo showing dispensary, site of tank and people named in Kevin Curley's project notes.  Photo taken by Kevin in December 2014","--Please Select--"
1705,1210,P1060058.JPG,"~/CMS/Docs/1210/--Please Select--/P1060058.JPG","Another photo of the dispensary site in Marumba.  Photo taken by Kevin in December 2014","--Please Select--"
1706,1210,P1060061.JPG,"~/CMS/Docs/1210/--Please Select--/P1060061.JPG","Ngoma near Marumba dispensary.  Kids trying to sell Kevin Curley a baby baboon (nyani) in December 2014.  They failed.","--Please Select--"
1707,106,"RE Our application to Tanzania Development Trust.htm","~/CMS/Docs/106/General Correspondence/RE Our application to Tanzania Development Trust.htm","Email exchange Jan 2015","General Correspondence"
